"corpus_id","doi","mag_id","title","publication_year","citation_count","abstract","query_set"
"59055395","10.21552/CCLR/2018/1/9","2794120550","Carbon pricing and the 1.5°C target : near-term decarbonisation and the importance of an instrument mix","2018","11","Carbon pricing is routinely presented as the most efficient way to reduce greenhouse gas emissions, and therefore as an indispensable pillar of ambitious climate policy. For incremental emission reductions on the margin, this static perspective may be correct, expressing the ability of carbon pricing to identify and spur abatement options with the lowest cost. At the same time, meeting the 1.5°C target requires achievement of zero net emissions in the relatively near term, implying a need for full decarbonisation rather than marginal abatement. To date, there is only limited empirical evidence suggesting that carbon pricing has produced deep emission cuts. Emission reductions triggered by carbon taxes and emissions trading systems are typically modest or relate to a baseline rather than absolute levels, even in cases where price levels are relatively high. Consequently, we posit that deep decarbonisation in line with the 1.5°C target can only be ensured by drawing on a portfolio approach, in which carbon pricing operates alongside other instruments including regulation and legal mandates.","[""abstract"",""title""]"
"59062686","10.1787/5K92SN0F8DBT-EN","2160928333","Climate Change Policies in Germany: Make Ambition Pay","2012","5","Germany reduced greenhouse gas emissions substantially but remains an important emitter. Ambitious targets for climate change mitigation have been fixed and a broad range of environmental measures are being implemented. The efficiency of these measures, as well as their coordination, should be improved though, as reaching the targets risks being costly. In particular, the early phase-out of nuclear power and the development of renewable energy sources will require high levels of investment and public financial support. Establishing a clear carbon price in all sectors of the economy and phasing out environmentally harmful subsidies would contribute to reducing the CO2 abatement cost. The generosity of feed-in tariffs also needs to be carefully monitored and adjusted tightly in line with market developments to avoid deadweight losses and excessive increases in electricity prices. In addition, in order to maintain the German leadership in green sectors and preserve future sources of growth, competition in the energy sectors should be increased and eco-innovation further developed. This Working Paper relates to the 2012 Economic Survey of Germany, www.oecd.org/eco/surveys/germany. Politiques en matiere de changement climatique en Allemagne : tirer profit d´objectifs ambitieux L’Allemagne a sensiblement reduit ses emissions de gaz a effet de serre, mais elle reste un emetteur important. Ses objectifs d’attenuation du changement climatique sont ambitieux, et elle met actuellement en oeuvre un large eventail de mesures de protection de l’environnement. Il faudrait toutefois ameliorer l’efficacite de ces mesures, ainsi que leur coordination, car atteindre les objectifs vises risque d’etre couteux. En particulier, l’abandon anticipe de l’energie nucleaire et le developpement des sources d’energie renouvelables necessiteront des volumes considerables d’investissement et de soutien financier public. Un prix du carbone clairement defini dans tous les secteurs de l’economie et l’elimination progressive des subventions dommageables pour l’environnement contribueraient a reduire le cout de la reduction des emissions de CO2. Le systeme de tarifs de rachat doit egalement etre strictement controle et adapte aux evolutions du marche, pour eviter les pertes d’efficience et des hausses excessives des prix de l’electricite. De plus, afin que l’Allemagne reste a l’avant-garde dans les secteurs verts et preserve ses futures sources de croissance, il importe d’intensifier la concurrence dans le secteur de l’energie et de developper davantage l’eco-innovation. Ce document de travail se rapporte a l’Etude economique de l’OCDE sur l’Allemagne 2012 (www.oecd.org/eco/etudes/allemagne).","[""abstract""]"
"59268311","null","2167146283","The market-mediated effects of low carbon fuel policies","2012","43","The transportation sector in the United States accounted for 29% of US total energy consumption and greenhouse gas (GHG) emissions in 2007, with only 2% of fuel consumption derived from renewable sources in 2007. Biofuels are being promoted to increase energy security and reduce GHG emissions through policies that establish mandates for blending biofuels with liquid fossil fuels and by setting standards for the reduction in the GHG intensity of transportation fuel. The Renewable Fuel Standard (RFS) established by the Energy Independence and Security Act (EISA) of 2007, sets quantity mandates for blending specific types of biofuels (based on their life-cycle GHG intensity) with fossil fuels. Although not initiated as a low-carbon fuel policy, it does seek to promote low carbon advanced biofuels and mitigate GHG emissions. It requires blending at least 136 billion (B) liters of biofuels (ethanol energy equivalence) with liquid fossil fuels by 2022; this would represent a five-fold increase in US biofuel consumption compared to that in 2007. A low carbon fuel standard (LCFS) requiring a 10% reduction in GHG intensity of transportation fuels by 2020 is being implemented in California (California Air Resources Board [CARB], 2009), and is being considered by several other states and at the national level. In contrast to these policies that indirectly seek to reduce GHG emissions, a carbon price policy could be established to create direct incentives to substitute low carbon fuels for fossil fuels. Biofuels can affect GHG emissions in three ways. First, they can displace an energy-equivalent amount of fossil fuels; second, they can affect fossil fuel consumption by affecting fuel price; and third, they can have an indirect effect on land use, which results in a release of carbon stored in soils and vegetation. The first (displacement) effect directly reduces GHG emissions by substituting energy-equivalent amount of biofuels for fossil fuels. The second (rebound or market-mediated) effect arises because any unilateral low-carbon policy that reduces demand for fossil fuels by a large country such as the United States will lead to a reduction in the demand for oil in the world oil market and, thus, global fuel prices.1 The third indirect land use change (ILUC) effect is caused by the adverse effect of biofuels production on food prices and resulting expansion of cropland on carbon-rich non-agricultural land in the rest of the world (ROW; see Khanna & Crago, forthcoming; Khanna, Crago, & Black, 2011). While current biofuel production in the United States has relied primarily on corn as the feedstock, the","[""abstract""]"
"59319356","null","2747692103","Making Carbon Pricing Work","2017","14","Carbon-pricing initiatives are spreading at an unprecedented rate, but a considerable gap remains between actual prices and those required to achieve ambitious climate change mitigation. This perspective shows that much of this gap could be closed by enhancing the public’s acceptance of carbon pricing through the effective use of the substantial revenues raised. We synthesize findings regarding the use of carbon revenues both from recent behavioral and political studies as well as from economic analyses of equity and efficiency. We then compare real-world carbon pricing regimes with insights derived from theory. We find that uniform lump-sum recycling of carbon revenues to citizens is favored among behavioral and political studies that emphasize the importance of distributional fairness, revenue salience, political trust, and policy stability amid partisan changes in government. It is also successfully employed in several real-world recycling schemes, although alternative uses of revenues such as green spending may be appropriate in different national contexts.","[""abstract"",""title""]"
"59389558","null","2593200315","Climate policy design and the competitiveness of the French industry: A Computable General Equilibrium Analysis","2017","0","The Intended Nationally Determined Contributions (INDCs) announced during the COP21 in Paris involve pursue with domestic climate policy implementation. However, globalization drives concerns about unilateral actions. In particular, preservation of the competitiveness of energy-intensive and trade-exposed (EITE) industries and the risk of carbon leakage in the case of asymmetric action still represent a barrier that must be lifted. Although the value-added of these industries represents a small fraction of the industrialized countries' GDP, their production remains highly strategic, and the power of industrial lobbies has proven to be decisive regarding any attempt to implement ambitious environmental taxation or quantitative control of greenhouse gas emissions. 
Depending on how the tax revenues are used, unilateral carbon tax represents a great potential of action to appropriately balance macroeconomic, equity and competitiveness concerns. Numerous studies, based on either partial equilibrium models or computable general equilibrium models (CGE), examined the impact of alternative policy design on competitiveness and leakage issues. One the one hand, partial equilibrium models bring high details on some keys EITE sectors (in particular cement and steel sectors) and use relevant empirical information to analyse specific competitiveness constraints facing by those sectors. On the other hand, CGE models often embark poor details on EITE sectors, as by representing the economic system in a more aggregated way. However, CGE models reveal all feedback effects on the economy, and therefore can be used to estimate both industry and economy-wide effects 
The paper proposes a method to keep benefits from both sectorial and general equilibrium analysis. This method has originally been developed to build a hybrid Input-Output Table (IOT) at a regional. The approach consists in combining economic and physical data from sectors analysis with monetary input-output data from national accounts within a consistent and comprehensive ""hybrid"" accounting system. We analyse the effects of a unilateral French carbon tax reform using a country-scale CGE model. In order to analyse disaggregation consequences, the model is calibrated either on IOT with aggregated mineral and metal sectors, or on an hybrid IOT which isolates cement from other minerals, and steel and iron from other metals. Finally, we proceed to comparative static exercises by implementing a unilateral carbon tax and compare the macroeconomic and distributive effects of policy options regarding the use of carbon tax revenues. 
The numerical results show that the macroeconomic outcomes of a carbon tax are very sensitive to policy design but much less to the level of sectorial description on which the model is calibrated. However, keeping aggregated heterogeneous industrial sectors can be misleading when exploring distributive consequences of a carbon price policy. Lowering the labour tax with the carbon tax revenue preserve most of economic activities, and leads to better macroeconomic outcomes. However, it is not enough to avoid important profitability losses for major industrial stakeholders. Some accompanying measures are expected to preserve these industries and to reconcile competitiveness issues with macroeconomic efficiency.","[""abstract""]"
"59391060","10.1080/14693062.2016.1179619","2419665497","Exploring national decarbonization pathways and global energy trade flows: a multi-scale analysis","2016","12","The role of fossils fuels in national economies will change radically over the next 40 years under a strong climate regime. However, capturing this changing role through national-based analyses is challenging due to the global nature of fossil fuel demand and resulting trade patterns. This article sets out the limitations of existing national-scale decarbonization analyses in adequately capturing global conditions and explores how the introduction of a global modelling framework could provide vital insights, particularly for those countries that are dependent on fossil fuel exports or imports. The article shows that fossil fuel use will significantly decline by 2050, although gas will have an important transition role. This leaves large fossil fuel exporters exposed, the extent of which is determined by mitigation action in different regions and especially by the pathways adopted by the larger Asian economies. We find that global-scale models provide critical insights that complement the more detailed national analyses and should play a stronger role in informing deep decarbonization pathways (DDPs). They also provide an important basis for exploring key uncertainties around technology uptake, mitigation rates and how this plays out in the demand for fossil fuels. However, use of global models also calls for improved representation of country specifics in global models, which can oversimplify national economic and political realities. Using both model scales provides important insights that are complementary but that can challenge the other’s orthodoxy. However, neither can replace the other’s strengths. Policy relevance: In recent years, how global fossil fuel markets will evolve under different climate regimes has been subject to much debate and analysis. This debate includes whether investments in fossil fuel production still make sense or will be exposed in the future to liabilities associated with high carbon prices. This is important for governments who need to develop coherent policy in relation to fossil fuel sectors and their role as drivers of economic growth and in providing for domestic energy needs. This article argues that national analyses need to be fully cognizant of the global-scale transition, which can be informed by using a multi-scale modelling approach.","[""abstract""]"
"59405867","null","2139823848","Fire Risk and the Economics of Sequestering Carbon in Forests","2002","0","The impact of fire risk on slash pine (Pinus elliottii) plantations managed for the joint production of carbon and timber benefits was investigated. A Hartman model for determining the optimal rotation age and Land Expectation Value (LEV) for a stand with both carbon and timber benefits was extended to include the risk of fire. Information from this model was then used to determine optimal rotation age, LEV, carbon supply and timber supply as a function of fire risk and the price of carbon. The results indicate that fire risk reduces all of these variables and this reduction is greater for higher carbon prices. These results suggest that landowner's would respond less to a carbon market when the level of fire risk is relatively high.","[""abstract""]"
"59435235","null","1577694194","Climate Change Mitigation Policy: The Effect of the New Zealand Emissions Trading Scheme on New Radiata Pine Forest Plantations in New Zealand","2011","4","Climate change is one of the toughest challenges facing the world today. Putting a price on carbon emissions is an important step towards climate change mitigation. A cap and trade system is one of the ways to create a carbon price. The New Zealand Emissions Trading Scheme (NZETS) is the world’s first economy-wide cap and trade system that covers all sectors and all 6 greenhouse gases. Forestry is a major part of the NZETS, allowing foresters to earn carbon credits for new forests planted on and after 1st January 1990 (afforestation and reforestation). At the same time, the NZETS also makes foresters liable for harvesting new forests planted on and after 1st January 1990, and deforesting forests existing on and before 31st December 1989. In this paper, we perform an economic analysis of how a carbon price will likely affect the returns and forestry management behaviour in new forests in New Zealand. Previous works have used the NPV/LEV (fixed harvesting) analysis where the forest is assumed to be harvested (in future) at the estimated optimal rotation age regardless of timber prices at that time. Other works have employed the Real Options approaches (flexible harvesting) where sophisticated models such as Partial Differential Equations and simulations analyse the effects of bringing forward the harvest decision if timber prices are favourable, and deferring the harvest decision if timber prices are unfavourable. Often, these methods tend to have higher data requirements, employ different assumptions and are much more complex to estimate. Because of these differences, it may be difficult to compare the results of NPV/LEV analysis with Real Options. Our work here applies the binomial tree method, which is a relatively simple method that can generate both LEV (fixed harvesting) and Real Options (flexible harvesting) results on a common model with the same data requirements and assumptions. This allows for better comparability of forestry management behaviour and effects of carbon price. The forestry valuations are analysed under a stochastic timber price and a constant carbon price. This paper concludes with some implications on policy in New Zealand.","[""abstract""]"
"59928374","null","2139500199","WHY EUROPE IS NOT CARBON COMPETITIVE bruegelpolicybrief","2007","0","tries with relatively high carbon emissions, such as minerals and chemicals, rather than in high-tech industries and services . This would have a real effect on Europe’s competitiveness in a world regulated by carbon pricing schemes such as the EU’s Emissions Trading Scheme – even if other blocs apply them as the EU does. Furthermore, in the absence of fair and undistorting carbon pricing schemes worldwide, there is a real risk that business will resort to regulatory arbitrage which will imply a shift in where emissions take place – but no reduction in global emissions. In any case, the issue of which economies are ‘carbon competitive’ will gradually become a much bigger part of the global trade conversation. WHY EUROPE IS NOT CARBON COMPETITIVE bruegelpolicybrief ISSUE 2007/05 NOVEMBER 2007","[""abstract""]"
"6108912","10.1515/cmam-2016-0001","2562328501","The Valuation of Carbon Bonds Linked with Carbon Price","2016","0","Abstract The carbon bonds issued by countries or enterprises can solve the problem of funds in low carbon economy growth. Now most of carbon bonds pay fixed interest rates, and a few pay floating rates. The diversity of carbon bonds can attract more investors to participate green energy projects. The London Accord project group proposed the index linked carbon bonds in the World Band Government Borrowers' Forum in May 2009, and pointed out that the interest paid regularly may be linked to carbon price, governments' carbon emission targets, in-country fossil fuel prices or tariff feed-in prices. In this paper, the interests are considered to be linked with carbon prices in the condition of stochastic risk-free interest rate, and a partial differential equation is established for carbon bond interests. Also, a fitted finite volume method is employed to solve the resulting partial differential equation numerically, and on the basis of the valuation for zero-coupon bonds, the price of carbon bonds is obtained. Finally, some data are utilized for the calibration of the parameters in the established pricing models, and some numerical examples are presented and the effects of parameters on solutions are also demonstrated, which can provide references for the issuers of carbon bonds.","[""abstract"",""title""]"
"6109838","10.1109/ISGT-ASIA.2016.7796430","2565714612","Long-term stochastic planning in electricity markets under carbon cap constraint: A Bayesian game approach","2016","8","Carbon price in an electricity market provides incentives for carbon emission abatement and renewable generation technologies. Policies constraining or penalizing carbon emissions can significantly impact the capacity planning decisions of both fossil-fueled and renewable generators. Uncertainties due to intermittency of various renewable generators can also affect the carbon emission policies. This paper proposes a Cournot-based long-term capacity expansion model taking into account carbon cap constraint for a partly concentrated electricity market dealing with stochastic renewables using a Bayesian game. The stochastic game is formulated as a centralized convex optimization problem and solved to obtain a Bayes-Nash Equilibrium (Bayes-NE) point. The stochastic nature of a generic electricity market is illustrated with a set of scenarios for wind availability, in which three generation firms (coal, gas, and wind) decide on their generation and long-term capacity investment strategies. Carbon price is derived as the dual variable of the carbon cap constraint. Embedding the carbon cap constraint in the game indicates more investment on renewable generators and less on fossil-fueled power plants. However, the higher level of intermittency from renewable generation leads to a higher carbon price to meet the cap constraint. This paves the way towards storage technologies and diversification of distributed generation as means to encounter intermittency in renewable generation.","[""abstract""]"
"6200035","10.3390/ijerph8051460","1999664465","The Environmental and Economic Sustainability of Carbon Capture and Storage","2011","38","For carbon capture and storage (CCS) to be a truly effective option in our efforts to mitigate climate change, it must be sustainable. That means that CCS must deliver consistent environmental and social benefits which exceed its costs of capital, energy and operation; it must be protective of the environment and human health over the long term; and it must be suitable for deployment on a significant scale. CCS is one of the more expensive and technically challenging carbon emissions abatement options available, and CCS must first and foremost be considered in the context of the other things that can be done to reduce emissions, as a part of an overall optimally efficient, sustainable and economic mitigation plan. This elevates the analysis beyond a simple comparison of the cost per tonne of CO2 abated—there are inherent tradeoffs with a range of other factors (such as water, NOx, SOx, biodiversity, energy, and human health and safety, among others) which must also be considered if we are to achieve truly sustainable mitigation. The full life-cycle cost of CCS must be considered in the context of the overall social, environmental and economic benefits which it creates, and the costs associated with environmental and social risks it presents. Such analysis reveals that all CCS is not created equal. There is a wide range of technological options available which can be used in a variety of industries and applications—indeed CCS is not applicable to every industry. Stationary fossil-fuel powered energy and large scale petroleum industry operations are two examples of industries which could benefit from CCS. Capturing and geo-sequestering CO2 entrained in natural gas can be economic and sustainable at relatively low carbon prices, and in many jurisdictions makes financial sense for operators to deploy now, if suitable secure disposal reservoirs are available close by. Retrofitting existing coal-fired power plants, however, is more expensive and technically challenging, and the economic sustainability of post-combustion capture retrofit needs to be compared on a portfolio basis to the relative overall net benefit of CCS on new-build plants, where energy efficiency can be optimised as a first step, and locations can be selected with sequestration sites in mind. Examples from the natural gas processing, liquefied natural gas (LNG), and coal-fired power generation sectors, illustrate that there is currently a wide range of financial costs for CCS, depending on how and where it is applied, but equally, environmental and social benefits of emissions reduction can be considerable. Some CCS applications are far more economic and sustainable than others. CCS must be considered in the context of the other things that a business can do to eliminate emissions, such as far-reaching efforts to improve energy efficiency.","[""abstract""]"
"62800064","null","null","Cleaning Up Spark Spreads How Plant Owners Can Reduce Risk Through Carbon Markets","2011","0","For more information, please visit www.brattle.com. Experience with the European Union’s carbon dioxide Emission Trading Scheme has shown that carbon price volatility can significantly affect the value of power plants. In particular, neglecting to take into account carbon price uncertainty when designing hedging strategies can substantially increase the financial risk from owning and operating power plants. This is relevant to operators in countries introducing a carbon trading scheme as well as operators considering modification to their current hedging practices.","[""abstract""]"
"62808034","null","2160275671","Border Carbon Ajustment in Europe and Trade Retaliation: What would be the Cost for European Union?","2013","4","Unilateral climate policy, such as carbon pricing, represents an additional cost to the economy, especially to energy-intensive industrial sectors, as well as those exposed to international competition. A border carbon adjustment (BCA) is often presented as an attractive policy option for countries that wish to go ahead without waiting for a global climate agreement. We used the computable general equilibrium model MIRAGE to simulate the impact of the introduction of a BCA on imports of energy-intensive products in EU and EFTA countries and to evaluate the exports their main trade partners would lose. Given that a BCA is a trade measure, it might cause disputes at the World Trade Organization (WTO). If the BCA is considered illegal, the losses suffered by some partners may justify trade retaliations. At that point, it would be likely that prohibitive retaliatory tariffs target sensitive products in the EU, which are often related to the European agricultural sector. These trade measures would limit the drop in production in the energy-intensive and trade-exposed (EITE) sectors, but at the expense of the other sectors. Nevertheless, neither the BCA nor retaliation would have sizeable impacts on real income or GDP in the EU or on the retaliators, while leading to a small decrease in global emissions.","[""abstract""]"
"62877424","10.3844/AJASSP.2017.945.954","2619273584","Constrained Modified Genetic Algorithm for Optimizing RICE Climate Change Model Policy","2017","1","The objective of this paper is to use evolutionary algorithm for policy making to help in decision support, the Regional Integrated Climate-Economy (RICE) model for the dynamic climate change is used to optimize the tradeoff policy between abating of carbon dioxide emissions to reduce global climate change and in the other hand the resulting in economic damages. A Constrained Genetic Algorithms (CGAs) is modified to search for near global optimal solutions the by searching climate optimum control parameters that resulted in optimal CO2 abatement and temperature reduction with less economic damages. A Comparison study between optimizing the output of GAs with the standard solution revealed that GAs successfully found a better solution, in term of finding optimum values for the carbon prices that lead to more reduction in carbon emission comparing to solutions given by the model developer.","[""abstract""]"
"6340677","10.1088/1748-9326/AA8C83","2621220489","Reducing greenhouse gas emissions in agriculturewithout compromising food security","2017","131","To keep global warming possibly below 1.5 ◦C and mitigate adverse effects of climate change, 
agriculture, like all other sectors, will have to contribute to efforts in achieving net negative emissions 
by the end of the century. Cost-efficient distribution of mitigation across regions and economic 
sectors is typically calculated using a global uniform carbon price in climate stabilization scenarios. 
However, in reality such a carbon price would substantially affect food availability. Here, we assess the 
implications of climate changemitigation in the land use sector for agricultural production and food 
security using an integrated partial equilibrium modelling framework and explore ways of relaxing the 
competition between mitigation in agriculture and food availability. Using a scenario that limits 
global warming cost-efficiently across sectors to 1.5 ◦C, results indicate global food calorie losses 
ranging from 110–285 kcal per capita per day in 2050 depending on the applied demand elasticities. 
This could translate into a rise in undernourishment of 80–300 million people in 2050. Less ambitious 
greenhouse gas (GHG) mitigation in the land use sector reduces the associated food security impact 
significantly, however the 1.5 ◦C target would not be achieved without additional reductions outside 
the land use sector. Efficiency of GHG mitigation will also depend on the level of participation 
globally. Our results show that if non-Annex-I countries decide not to contribute to mitigation action 
while other parties pursue their mitigation efforts to reach the global climate target, food security 
impacts in these non-Annex-I countries will be higher than if they participate in a global agreement, 
as inefficient mitigation increases agricultural production costs and therefore food prices. Land-rich 
countries with a high proportion of emissions from land use change, such as Brazil, could reduce 
emissions with only a marginal effect on food availability. In contrast, agricultural mitigation in high 
population (density) countries, such as China and India, would lead to substantial food calorie loss 
without a major contribution to global GHG mitigation. Increasing soil carbon sequestration on 
agricultural land would allow reducing the implied calorie loss by 65% when sticking to the initially 
estimated land use mitigation requirements, thereby limiting the impact on undernourishment to 
20–75 million people, and storing significant amounts of carbon in soils.","[""abstract""]"
"64358186","null","2183215258","Tourism Impacts in Southeast Asia from Carbon Pricing","2010","0","null","[""title""]"
"66140752","10.3763/cpol.2008.0566","2605091838","Low-carbon societies: a challenging transition for an attractive future","2008","28","The Low-Carbon Society (LCS) research project (Strachan et al., 2008a) is examined for its insights about the scale, nature and timing of the deployment of low-carbon technologies. In addition to ‘carbon price only’ policies, other incentives and demand-side efforts are needed in order to embed climate policies into broader development approaches. The question of what constitutes transition pathways is considered. Fundamental institutional, individual and social changes are needed to accompany economic and technological change as energy is embedded in overall development patterns. The cost assessment of decarbonization policies may be too optimistic if it is only considered as the final outcome of a LCS, and if the inevitable hindrances and setbacks along the transition pathway are disregarded. The significance of transition costs is highlighted, together with their causes: social and short- and medium-term economic costs and adjustments in macroeconomic dynamics. Although the overall welfare costs of LCS are likely to be smaller than the benefits (including the co-benefits), a clear and realistic understanding of potential transition difficulties is necessary in order to define the robust policy mix needed to underpin it.","[""abstract""]"
"6715134","10.1109/PESGM.2014.6938915","1986982351","Impacts of generation-cycling costs on future electricity generation portfolio investment","2014","4","This paper assesses the impacts of incorporating short-term generation dispatch into long-term generation portfolio planning frameworks. A case study of a power system with coal, combined cycle gas turbine (CCGT), open cycle gas turbine (OCGT) and wind generation options highlights that incorporating operational criteria into the long-term generation investment and planning analysis can have operating, economic and emissions implications for the different generation portfolios. The extent of the impacts depends on a number of factors including dispatch strategies, carbon price and the mix of technologies within the portfolio. As variable generation within power systems increases and carbon pricing begins to change the merit order, such short-term operational considerations will become more significant for generation investment and planning.","[""abstract""]"
"67765271","null","2729827663","Will Emission Trading Promote End-use Energy Efficiency and Renewable Energy Projects","2005","20","Will emissions trading, as currently applied in Europe and planned elsewhere, trigger sufficient additional investments in end-use energy efficiency (EUEE) and renewable energy sources (RES) in the near-term? Answering this question requires an in-depth analysis of emissions trading schemes, RES and EUEE investment criteria, market dynamics, and inertia in the energy system as well as the climate system and its sensitivity to GHG stabilization levels, among other things. Because this is a task too ambitious within the scope of the current paper, we narrow the discussion to analysis of currently applied emissions trading schemes, notably the EU Emissions Trading System and provide our observations related to this question. Marketbased instruments (MBIs) that foster sustainability in the energy sector have been introduced to promote electricity from renewable energy sources and cut harmful emissions. Quota systems coupled with tradable green certificates have been developed and tested in several European countries and some states in the US. Another widely analysed MBI is the tradable emission allowance; the first international CO2 emissions trading system is starting in the European Union. This paper explains the concepts of emissions trading, and of the policy instruments that involve green and white certificates. It discusses the effect of emissions trading on EUEE and RES and the conditions, including design specifics that may hamper or facilitate the wider introduction of EUEE and RES projects. Finally, the paper reviews the desirability and practicality of integration of green and white certificates and their introduction in emission trading. Emissions Trading: Concept, Implementation and Impacts on EUEE and RES An emissions trading scheme creates a market for emission allowances and in principle enables emission reductions to take place where it is most cost effective. In the European Union (EU) the Emissions Trading System (EU ETS) has commenced in January 2005; in the U.S. some states discuss regional trading. In 2003 the EU adopted a Directive (2003/87/EC) introducing a cap-and-trade scheme within the Community. The EU ETS is the first trans-national emissions trading scheme; it is supposed to cover about 46 % of the EU-15’s total CO2 emissions in 2010 (the first three-year trading period 2005-2007 is limited only to CO2) and involves about 12,000 installations that fall 1 We recognize the difference between policy instruments that harness market forces to achieve a certain policy goal (such as renewable energy quotas or renewable portfolio standards) and the market instruments themselves (namely carbon allowances, green and white certificates) the latter being a much narrower concept representing just a tradable commodity. This differentiation is not so important in the context of the present paper and in the text we refer to complex policy tools/portfolios that include trading of financial commodities (such as certificates or allowances) as market-based instruments (MBIs). under the activities specified in Annex I of the Directive: practically all energy intensive sectors (apart from the chemical sector). Each installation gets emission allowances for the whole period: allowances are allocated to installations covered by the scheme by the Member States of the EU by means of a national allocation plan (NAP) and according to defined criteria. For the first period emission allowances are free of charge and allocation is based on the grandfathering method; for the second period (2008-2012) Member States can auction up to 10 % of their total emission allowances. In the US, the Regional Greenhouse Gas Initiative (RGGI or ""ReGGIe"") is a cooperative effort by nine Northeast and Mid-Atlantic states to discuss the design of a regional cap-and-trade program initially covering CO2 emissions from power plants in the region. In the future, RGGI may be extended to include other sources of GHG emissions, and GHGs other than CO2. Meanwhile, states are taking action to solidify their climate policy and require mandatory reporting of GHGs – a first step towards emissions trading. Private initiatives have also emerged to allow for voluntary target setting by firms, reporting of GHG emissions, and trading. Caveats of Emissions Trading There a number of reasons why emission trading by itself, especially as currently applied in the EU ETS, is insufficient to stimulate EUEE and RES. First, emissions trading will stimulate RES and EUEE only after all cheaper options are taken up by the market. We expect that direct ‘competition’ of EUEE and RES projects against other carbon saving options in the EU ETS will result in the additional deployment of a limited number of EUEE and RES projects. For renewables this is because: (1) Renewables may have higher marginal abatement costs than other carbon mitigation options; (2) So far the allowance prices in the EU ETS are anticipated to be low and the carbon price is very much fluctuating; (3) Markets are indifferent towards the direction of technological change (this is valid for MBIs in general rather than for EU ETS solely). 2 Grandfathering is a method of distributing emissions allowances for free using only historical data. This method has been provided for by the Directive and taken as the basis for preparation of the national allocation plan. Projections of emissions for the three-year trading period of 2005-2007 are calculated from previous periods. 3 See: www.rggi.org/about.htm 4 Currently, Connecticut, Delaware, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island and Vermont are participating in the RGGI effort. In addition, Maryland, the District of Columbia, Pennsylvania, the Eastern Canadian Provinces and New Brunswick are observers in the process. 5 See: http://www.chicagoclimatex.com/about/ 6 We recognize that there is a profound difference between emission trading as defined in UNFCCC and the EU ETS and the latter is much more limited. Here we describe the practical concerns related to the EU ETS. We refer to energy efficiency and RE projects that are not covered by the ETS, i.e. not undertaken by operators under the CO2 cap in EU ETS. 7 Following a bearish start in early Jan 2005, seeing allowance prices drop to Euro 6.35/t for delivery in 2005 (EUA 2005), prices in the EU ETS have since climbed steadily. Late April 2005 saw allowance prices for delivery in 2005 reaching a preliminary all-time high of Euro 17.90/t (www.pointcarbon.com). Some attribute these price increases to the gas-coal spread, cold weather across Europe and discussion on cuts of emission allowances in i.e. the UK, the Czech Republic and Poland insisted by the European Commission. The price of the EU allowance has also been said to track German power price spikes in recent months. On the other hand, EUEE is a low-cost carbon mitigation option. However, there is the risk that not many EUEE projects will enter the ETS because: (1) EUEE is ‘invisible’: businesses may not recognize it as an energy source, business opportunity and a way to improve competitiveness and comfort; and (2) Power generators obliged under the EU ETS are more likely to take measures at the supply side where their area of expertise is. In this sense an indicative gradation of their preferences would be to first improve the efficiency of plants (rehabilitation and/or fuel switch), then to install renewable electricity generation capacity, and only last to look beyond the consumer’s meter. Second, the direct (upstream) approach applied in the EU ETS only indirectly gives a minor incentive to energy savings and RES as a means to consume less carbon intensive products. This has a double negative impact. Principally because only direct emissions are accounted for, an industrial user with an emission cap under EU ETS may not get any carbon benefit for reducing electricity consumption on-site, which may give a wrong incentive to electricity end-use options (motors/drives, lighting) and may result in a shift from thermal energy to electricity. In addition, while under the direct approach the cost of the permits will be accounted for in the price of the products sold by emitters – products with high carbon content will become more expensive and buyers may respond by consuming less or switching to an alternative with a less significant price rise (which presumably, but not certainly, is also less carbon intensive) – price differences between product alternatives are not only caused by carbon intensity. A recent report to the UK Department of Trade and Industry has estimated the potential impact of the first phase of the EU ETS on electricity prices in ten European countries. The report states “full marginal cost pass-through of carbon into electricity prices equates to an increase of 0.33 to 0.64 p/kWh depending on the country and year. However the direct generation market cost – incurred by generators having to purchase extra allowances – will be less than one tenth as much on average, i.e. well below 0.1 p/kWh” (ILEX/Electrowatt-Ekono 2004). This will not make renewable electricity projects much more attractive. The report concludes that the introduction of the EU ETS will “put upward pressure on wholesale electricity 8 Emission trading will only evoke innovations when these bring extra rent to the obliged parties. 9 The direct (upstream) approach is based on the physical source (‘the pipe’), whereby the actual emitters are obliged to purchase sufficient emission permits. In contrast, the indirect (downstream) approach is based on the idea that the final users, who are causing the whole production chain, should see more precisely what the carbon intensity is, and get allotted emission quota based on a baseline. The EU ETS follows the direct system, among other things because of the monitoring and inspection complications inherent to the indirect scheme, especially at an international scale. 10 The method of allowance all","[""abstract""]"
