,query_appears_in_title,nacsos_id,wos_id,title,authors,abstract,doi,pubyear
10,False,573414.0,WOS:000350843500022,Adding Value to Power Station Captured CO2: Tolerant Zn and Mg Homogeneous Catalysts for Polycarbonate Polyol Production,"Chapman, AM, Keyworth, C, Kember, MR, Lennox, AJJ, Williams, CK","Using captured waste carbon dioxide (CCU) as a chemical reagent is an attractive means to add value to carbon capture and storage (CCS) and is a high-priority target for manufacturing. One promising route is to copolymerize carbon dioxide and epoxides, to prepare aliphatic polycarbonates. In this study, three homogeneous dinuclear Zn and Mg catalysts, previously reported by our group (see Kember, M. R.; Knight, P. D.; Reung, P. T. R.; Williams, C. K Angew. Chem., Int. Ed. 2009, 48, 931-933 and Kember, M. R.; Williams, C. K. J. Am. Chem. Soc. 2012, 134, 15676-15679) have been investigated using captured and contaminated carbon dioxide, with cyclohexene oxide, to produce polymers. Carbon dioxide captured from the carbon capture demonstrator plant at Ferrybridge Power Station, U.K., is applied for the efficient production of poly(cyclohexylene carbonate). Remarkably, the dinuclear Zn and Mg catalysts display nearly equivalent turnover numbers (TON) and turnover frequencies (TOF) using captured CO2 versus those using purified CO2. The tolerance of the catalysts to reactions contaminated with known quantities of exogenous water, nitrogen, SO2, amine, and octadecanethiol are reported. The catalyst activities, productivities, and selectivities are presented, together with the polymers number-average molecular weights (M-n), dispersities (D), and end-group analyses. The catalysts show high tolerance to protic impurities, including the addition of amine, thiol, and water. In particular, under certain conditions, efficient polymerization can be conducted in the presence of up to 400 equiv of water without compromising catalytic activity/productivity or selectivity. Furthermore, the catalysts can selectively produce polycarbonate polyols with molecular weights in the range of 600-9000 g/mol and disperities <1.10.",10.1021/cs501798s,2015.0
11,False,92164.0,WOS:000356990800091,CO2 mitigation potential of CCS in China - an evaluation based on an integrated assessment model,"Zhu, L, Duan, HB, Duan, HB, Fan, Y","Carbon Capture and Storage (CCS) has been viewed as an emission abatement option with great potential in China as coal has dominated China's energy consumption. China has already started to pay attention to CCS, as well as to the proposed the concept of 'CCUS' (which adds CO2 Utilization into the chain of capture, transportation and storage). However, CCS is still in the early stages of its technological development, and the high cost, with several internal and external uncertainties make the role that CCS can play in China's future emission reduction unclear. From the perspective of general equilibrium analysis, this paper introduces CCS into a regional energy economy environment integrated assessment model, and makes a comprehensive evaluation of CCS's potential for future development and contribution to emission abatement in China. At climate policy level, the potential contribution of CCS in emission abatement has been evaluated against different future emission constraint scenarios in China. At technological level, the effects of endogenous learning and policy incentives on CCS have been investigated, and the substitution capacities of CCS and Non-hydro renewables to fossil energy have been discussed, as well as their technology penetration rates. Furthermore, the impact of CO2 utilization on the development of CCS has also been discussed. (C) 2014 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2014.08.079,2015.0
12,False,720231.0,WOS:000357146500046,Carbon negative oil: A pathway for CO2 emission reduction goals,"Hornafius, KY, Hornafius, JS","There is a carbon sequestration benefit to the ethanol manufacturing process if the CO2 that is created in the fermentation process in an ethanol plant is geologically stored by an enhanced oil recovery (EOR) project. In order to recover one barrel of oil using CO2-EOR, an equal or greater amount of CO2 must be sequestered in order to recover the oil (similar to 1.0-2.5 tonnes of CO2 are stored for each tonne of CO2 emissions resulting from combustion of the recovered oil). The oil produced from a CO2-EOR sequestration project is therefore either carbon neutral or carbon negative if the CO2 is sourced from the fermentation emissions from an ethanol plant. The 40.3 million metric tonnes of CO2 fermentation emissions vented during the production of 53.4 million liters of ethanol per year in the U.S. could result in production of 40-100 million barrels of carbon negative oil annually. A carbon value chain (CVC) based on carbon credits could incentivize the construction of a CCS infrastructure in the United States that begins with the capture of corn ethanol CO2 fermentation emissions. Utilization of biofuel fermentation emissions worldwide in bio-CO2-EOR sequestration projects would help achieve global CO2 emission reduction goals. (C) 2015 Z. Published by Elsevier Ltd.",10.1016/j.ijggc.2015.04.007,2015.0
13,False,179868.0,WOS:000349723500066,CO2 emissions abatement in the Nordic carbon-intensive industry An end-game in sight?,"Rootzen, J, Johnsson, F","Analysing different future trajectories of technological developments we assess the prospects for Nordic carbon-intensive industries to significantly reduce direct CO2 emissions in the period 2010-2050. This analysis covers petroleum refining, integrated iron and steel production, and cement manufacturing in the four largest Nordic countries of Denmark, Finland, Norway, and Sweden. Our results show that the implementation of currently available abatement measures will not be enough to meet the ambitious emissions reduction targets envisaged for the Year 2050. We show how an extensive deployment of CCS (carbon capture and storage) could result in emissions reductions that are in line with such targets. However, large-scale introduction of CCS would come at a significant price in terms of energy use and the associated flows of captured CO2 would place high requirements on timely planning of infrastructure for the transportation and storage of CO2. Further the assessment highlights the importance of, especially in the absence of successful deployment of CO2 capture, encouraging increased use of biomass in the cement and integrated iron and steel industries, and of promoting the utilisation of alternative raw materials in cement manufacturing to complement efforts to improve energy efficiency. (C) 2014 Elsevier Ltd. All rights reserved.",10.1016/j.energy.2014.12.029,2015.0
14,False,193370.0,WOS:000351942000009,A Path Forward for Low Carbon Power from Biomass,"Cuellar, AD, Herzog, H","The two major pathways for energy utilization from biomass are conversion to a liquid fuel (i.e., biofuels) or conversion to electricity (i.e., biopower). In the United States (US), biomass policy has focused on biofuels. However, this paper will investigate three options for biopower: low co-firing (co-firing scenarios refer to combusting a given percentage of biomass with coal) (5%-10% biomass), medium co-firing (15%-20% biomass), and dedicated biomass firing (100% biomass). We analyze the economic and greenhouse gas (GHG) emissions impact of each of these options, with and without CO2 capture and storage (CCS). Our analysis shows that in the absence of land use change emissions, all biomass co-combustion scenarios result in a decrease in GHG emissions over coal generation alone. The two biggest barriers to biopower are concerns about carbon neutrality of biomass fuels and the high cost compared to today's electricity prices. This paper recommends two policy actions. First, the need to define sustainability criteria and initiate a certification process so that biomass providers have a fixed set of guidelines to determine whether their feedstocks qualify as renewable energy sources. Second, the need for a consistent, predictable policy that provides the economic incentives to make biopower economically attractive.",10.3390/en8031701,2015.0
15,False,156344.0,WOS:000356624300005,Jumpstarting commercial-scale CO2 capture and storage with ethylene production and enhanced oil recovery in the US Gulf,"Levine, JS, Middleton, RS, Bielicki, JM, Viswanathan, HS, Carey, JW, Stauffer, PH","CO2 capture, utilization, and storage (CCUS) technology has yet to be widely deployed at a commercial scale despite multiple high-profile demonstration projects. We suggest that developing a large-scale, visible, and financially viable CCUS network could potentially overcome many barriers to deployment and jumpstart commercial-scale CCUS. To date, substantial effort has focused on technology development to reduce the costs of CO2 capture from coal-fired power plants. Here, we propose that near-term investment could focus on implementing CO2 capture on facilities that produce high-value chemicals/products. These facilities can absorb the expected impact of the marginal increase in the cost of production on the price of their product, due to the addition of CO2 capture, more than coal-fired power plants. A financially viable demonstration of a large-scale CCUS network requires offsetting the costs of CO2 capture by using the CO2 as an input to the production of market-viable products. We demonstrate this alternative development path with the example of an integrated CCUS system where CO2 is captured from ethylene producers and used for enhanced oil recovery in the US Gulf Coast region. (c) 2015 Society of Chemical Industry and John Wiley & Sons, Ltd",10.1002/ghg.1490,2015.0
16,False,277733.0,WOS:000359873800053,Integrated CO2 capture and photocatalytic conversion by a hybrid adsorbent/photocatalyst material,"Liu, LJ, Zhao, CY, Xu, JY, Li, Y","Carbon dioxide (CO2) capture and storage (CCS) is costly mainly due to the high energy demand to regenerate the CO2 sorbents. Photocataltyic reduction of CO2 is one of the promising routes in CO2 conversion and utilization (CCU) but is hurdled by its very low conversion. This work, for the first time, integrates CO2 capture and photocatalytic conversion (CCPC) by using a novel hybrid adsorbent/photocatalyst (TiO2 nanoparticles supported on MgAl layered double oxides, i.e., MgAl(LDO)/TiO2), with CO2 adsorption, desorption and conversion to Cl products operated near power plant flue gas temperatures (100-200 degrees C). The proportions of desorption and conversion of the captured CO2 could be manipulated by tuning the reaction temperature, the atomic ratio of adsorbent to photocatalyst, and the dispersion and crystallinity of TiO2 particles. Experimental results show that the hybrid MgAl(LDO)/TiO2 not only has a much higher CO2 capture capacity than bare MgAl(LDO) and TiO2, but also converts 13-15% CO2 to carbon monoxide (CO) with a 93-95% overall self-regeneration rate during five adsorption/conversion/regeneration cycles. In situ diffuse reflectance infrared Fourier transform spectroscopy (DRIFTS) analyses have demonstrated that photo-illumination can activate and convert the strongly adsorbed species that cannot be achieved by thermal desorption alone at the same temperature. The novel CCPC process, with further advancement in the materials and reaction design, may provide a competitive alternative to the current carbon management technologies. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.apcatb.2015.06.006,2015.0
17,False,685272.0,WOS:000360586600063,CO2 Fixation by Membrane Separated NaCl Electrolysis,"Park, HS, Lee, JS, Han, J, Park, S, Park, J, Min, BR","Atmospheric concentrations of carbon dioxide (CO2), a major cause of global warming, have been rising due to industrial development. Carbon capture and storage (CCS), which is regarded as the most effective way to reduce such atmospheric CO2 concentrations, has several environmental and technical disadvantages. Carbon capture and utilization (CCU), which has been introduced to cover such disadvantages, makes it possible to capture CO2, recycling byproducts as resources. However, CCU also requires large amounts of energy in order to induce reactions. Among existing CCU technologies, the process for converting CO2 into CaCO3 requires high temperature and high pressure as reaction conditions. This study proposes a method to fixate CaCO3 stably by using relatively less energy than existing methods. After forming NaOH absorbent solution through electrolysis of NaCl in seawater, CaCO3 was precipitated at room temperature and pressure. Following the experiment, the resulting product CaCO3 was analyzed with Fourier transform infrared spectroscopy (FT-IR); field emission scanning electron microscopy (FE-SEM) image and X-ray diffraction (XRD) patterns were also analyzed. The results showed that the CaCO3 crystal product was high-purity calcite. The study shows a successful method for fixating CO2 by reducing carbon dioxide released into the atmosphere while forming high-purity CaCO3.",10.3390/en8088704,2015.0
18,False,318761.0,WOS:000362145300011,GPS-based monitoring of surface deformation associated with CO2 injection at an enhanced oil recovery site,"Karegar, MA, Dixon, TH, Malservisi, R, Yang, Q, Hossaini, SA, Hovorka, SD","High precision GPS measurements have been used to measure surface deformation associated with CO2 injection at an enhanced oil recovery (EOR) field in South Texas. We describe a filtering procedure to reduce noise associated with seasonal hydrologic effects, achieving post-filter precisions of better than 2 mm and 3 mm in horizontal and vertical components respectively. A model assuming uniform pressurization of a thin horizontal disc-shaped pressure source in an elastic half-space fits the surface deformation data quite well. The model predicts a location of the pressurized source consistent with injection locations, and suggests minimal horizontal migration of the CO2 fluid during the test period. Our results suggest that a sparse network of dual frequency GPS receivers can be used to augment subsurface data for monitoring, verification and accounting (MVA) activities associated with carbon capture, utilization and storage, deriving independent constraints on pressure changes in the reservoir at depth as well as CO2 plume migration. (C) 2015 Elsevier Ltd. All rights reserved.",10.1016/j.ijggc.2015.07.006,2015.0
19,False,718611.0,WOS:000352252600030,Gains from emission trading under multiple stabilization targets and technological constraints,"Fujimori, S, Masui, T, Matsuoka, Y","This study quantified the effectiveness of emission trading by considering multiple technological constraints, burden sharing schemes, and climate stabilization targets. We used a global computable general equilibrium model, and evaluated the effectiveness of emission trading using welfare losses associated with climate mitigation for scenarios with and without emission trading, as measured by the Hicksian Equivalent Variation (HEV). We found that emission trading contributed to a reduction in the economic losses associated with climate mitigation for all technological assumptions, burden sharing schemes, and stabilization targets. The net global welfare losses in scenarios without emission trading ranged between 0.7% and 1.9%, whereas emission trading reduced the losses by 0.1% to 0.5%. The range depended on the assumptions in the burden sharing schemes, technological constraints, and stabilization targets. The percentage change in welfare gain from emission trading varied regionally, and was relatively high in low-income or middle-income countries (0.2% to 1.0% and -0.1% to 1.2%, respectively) compared to high-income countries (-0.1% to 03%). Some regions displayed negative values with regard to the effectiveness of emission trading, which might be due to the change in goods and service trades associated with emission trading. If the usage of carbon capture and storage was constrained, welfare loss became large and the effectiveness of emission trading ultimately increased. The use of a burden sharing scheme was a significant factor in changing the effectiveness of emission trading, and the per capita emission convergence in 2050 was more effective for emission trading than a per income convergence. (C) 2014 Elsevier B.V. All rights reserved.",10.1016/j.eneco.2014.12.011,2015.0
20,False,621126.0,WOS:000352659000055,One-Pot Enzymatic Conversion of Carbon Dioxide and Utilization for Improved Microbial Growth,"Hong, SG, Jeon, H, Kim, HS, Jun, SH, Jin, E, Kim, J","We developed a process for one-pot CO2 conversion and utilization based on simple conversion of CO2 to bicarbonate at ambient temperature with no energy input, by using the cross-linking-based composites of carboxylated polyaniline nanofibers (cPANFs) and carbonic anhydrase. Carbonic anhydrase was immobilized on cPANFs via the approach of magnetically separable enzyme precipitate coatings (Mag-EPC), which consists of covalent enzyme attachment, enzyme precipitation, and cross-linking with amine-functionalized magnetic nanoparticles. Mag-EPC showed a half-life of 236 days under shaking, even resistance to 70% ethanol sterilization, and recyclability via facile magnetic separation. For one-pot CO2 conversion and utilization, Mag-EPC was used to accelerate the growth of microalga by supplying bicarbonate from CO2, representing 1.8-fold increase of cell concentration when compared to the control sample. After two repeated uses via simple magnetic separation, the cell concentration with Mag-EPC was maintained as high as the first cycle. This one-pot CO2 conversion and utilization is an alternative as well as complementary process to adsorption-based CO2 capture and storage as an environmentally friendly approach, demanding no energy input based on the effective action of the stabilized enzyme system.",10.1021/es505143f,2015.0
21,False,1892419.0,WOS:000366034200045,"A New Algebraic Pinch Analysis Tool for Optimising CO2 Capture, Utilisation and Storage","Nawi, WNRM, Alwi, SRW, Manan, ZA, Klemes, JJ","Optimal CO2 reduction planning can curb the rise in environmental emissions due to the increase in energy demand and utilisation. Carbon (more precisely, CO2) Capture and Storage (CCS) has been one of the proposed solutions to control CO2 emissions. However, mitigating CO2 emissions via CO2 storage in geological reservoirs without utilisation is neither a sustainable solution, nor really a clean technology option. This paper introduces a new algebraic method for targeting the optimum CO2 capture, utilisation and storage based on the Pinch Analysis approach. A new Total Site CO2 Integration concept is introduced. The concept is to capture CO2 with certain quality from various plants on the Total Site and inject it into CO2 headers. The CO2 headers are divided into certain composition ranges. The CO2 headers can satisfy the CO2 demands for various industries located along the headers, which require CO2 as its raw material. The CO2 can be further regenerated, and mixed as needed with pure CO2 generated from one or multiple centralised CO2 plant if required. The excess CO2 is to be sent to geological storage. The proper utilisation of CO2 will reduce the amount of CO2 needed to be stored. This will extend the geological carbon storage-life capacity. Aside from estimating CO2 utilisation, this method also allows an industrial site planner to identify the suitable industries that can act as CO2 sources or CO2 demands for a given region.",10.3303/CET1545045,2015.0
22,False,44128.0,WOS:000356878600015,Co-production of power and urea from coal with CO2 capture: performance assessment,"Bose, A, Jana, K, Mitra, D, De, S","Coal-based power plants are largest emitter of CO2 as a single sector. To use fossil fuels (including coal), CO2 capture and storage is a visible option. But large energy requirement for this process and risk associated with storage of CO2 demand alternative solutions including recycling of captured CO2. In this paper, a co-production of power and urea is proposed using coal with captured CO2. Detailed ASPEN Plus(A (R)) model is developed for this plant. As shift reaction for producing H-2 has significant effect on output parameters, analysis is done for two different values of shift reaction, i.e., 90 and 95 % conversion. Plant consumes substantial auxiliary power (similar to 19 % for the base case). Auxiliary power becomes a minimum for about 25 % captured CO2 utilization for 95 % shift conversion. An economy factor is also defined to estimate the economic advantage of utilizing captured CO2. Results show that economic advantage is obtained for CO2 utilization beyond similar to 5 % for 95 % water gas shift reaction and it is beyond similar to 10 % for a 90 % shift reaction.",10.1007/s10098-015-0960-7,2015.0
